SEASON,TEAM,MONTH,ELO,GP,MIN,PTS,W,L,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,PF
2014-15,Chicago Bulls,March,1482.5269458261064,82.0,3976.0,8265.0,50.0,32.0,3001.0,6797.0,645.0,1825.0,1618.0,2067.0,959.0,2792.0,3751.0,1781.0,1145.0,514.0,476.0,1495.0
2014-15,Chicago Bulls,November,1457.925906762389,32.0,1551.0,3279.0,22.0,10.0,1178.0,2605.0,244.0,671.0,679.0,874.0,363.0,1096.0,1459.0,699.0,465.0,184.0,201.0,607.0
2015-16,Chicago Bulls,October,1364.010787594673,15.0,730.0,1483.0,10.0,5.0,554.0,1310.0,127.0,334.0,248.0,329.0,142.0,566.0,708.0,332.0,211.0,99.0,87.0,301.0
2015-16,Chicago Bulls,April,1454.2335646681233,3.0,149.0,306.0,2.0,1.0,113.0,249.0,28.0,69.0,52.0,69.0,20.0,116.0,136.0,51.0,53.0,23.0,21.0,70.0
2015-16,Chicago Bulls,December,1372.3866264130577,46.0,2248.0,4664.0,26.0,20.0,1763.0,4060.0,340.0,958.0,798.0,1016.0,543.0,1701.0,2244.0,999.0,660.0,281.0,279.0,860.0
2015-16,Chicago Bulls,February,1455.0086983559804,75.0,3645.0,7612.0,38.0,37.0,2900.0,6604.0,588.0,1588.0,1224.0,1562.0,831.0,2668.0,3499.0,1704.0,1044.0,446.0,421.0,1417.0
2015-16,Chicago Bulls,January,1451.6311535260709,58.0,2829.0,5892.0,30.0,28.0,2242.0,5127.0,432.0,1192.0,976.0,1247.0,668.0,2109.0,2777.0,1290.0,817.0,338.0,335.0,1123.0
2015-16,Chicago Bulls,March,1448.7256354501726,82.0,3981.0,8335.0,42.0,40.0,3165.0,7170.0,651.0,1753.0,1354.0,1720.0,907.0,2889.0,3796.0,1870.0,1141.0,495.0,470.0,1545.0
2015-16,Chicago Bulls,November,1428.6192559760334,30.0,1475.0,3032.0,18.0,12.0,1141.0,2657.0,234.0,654.0,516.0,677.0,346.0,1124.0,1470.0,670.0,441.0,196.0,192.0,574.0
2016-17,Chicago Bulls,October,1416.8780773083329,17.0,816.0,1775.0,10.0,7.0,658.0,1505.0,120.0,360.0,339.0,418.0,236.0,597.0,833.0,363.0,224.0,134.0,91.0,301.0
2016-17,Chicago Bulls,April,1405.5911150033808,3.0,144.0,341.0,3.0,0.0,126.0,267.0,31.0,73.0,58.0,69.0,44.0,116.0,160.0,85.0,44.0,22.0,16.0,57.0
2016-17,Chicago Bulls,December,1397.8441029153591,49.0,2357.0,4978.0,24.0,25.0,1847.0,4239.0,315.0,992.0,969.0,1207.0,647.0,1667.0,2314.0,1020.0,667.0,381.0,251.0,850.0
2016-17,Chicago Bulls,February,1393.1320363846587,75.0,3620.0,7679.0,36.0,39.0,2884.0,6514.0,547.0,1643.0,1364.0,1722.0,927.0,2518.0,3445.0,1676.0,1015.0,583.0,358.0,1327.0
2016-17,Chicago Bulls,January,1450.695732292969,60.0,2895.0,6174.0,30.0,30.0,2305.0,5213.0,404.0,1243.0,1160.0,1454.0,763.0,2017.0,2780.0,1299.0,799.0,466.0,290.0,1055.0
2016-17,Chicago Bulls,March,1464.6106317563683,82.0,3956.0,8435.0,41.0,41.0,3169.0,7141.0,623.0,1831.0,1474.0,1848.0,999.0,2797.0,3796.0,1851.0,1112.0,643.0,393.0,1455.0
2016-17,Chicago Bulls,November,1482.9081147830793,34.0,1632.0,3418.0,16.0,18.0,1278.0,2944.0,207.0,675.0,655.0,819.0,467.0,1155.0,1622.0,711.0,462.0,259.0,178.0,596.0
2017-18,Chicago Bulls,October,1258.9850469031878,20.0,965.0,1907.0,3.0,17.0,721.0,1758.0,216.0,629.0,249.0,327.0,192.0,696.0,888.0,436.0,295.0,139.0,66.0,384.0
2017-18,Chicago Bulls,April,1304.2944037340576,5.0,240.0,449.0,1.0,4.0,163.0,423.0,52.0,162.0,71.0,89.0,56.0,179.0,235.0,104.0,87.0,27.0,19.0,89.0
2017-18,Chicago Bulls,December,1309.3229973019493,51.0,2483.0,5282.0,18.0,33.0,1991.0,4535.0,570.0,1575.0,730.0,957.0,474.0,1808.0,2282.0,1213.0,710.0,364.0,189.0,979.0
2017-18,Chicago Bulls,February,1367.1991102798784,76.0,3683.0,7815.0,25.0,51.0,2930.0,6755.0,830.0,2360.0,1125.0,1475.0,738.0,2674.0,3412.0,1779.0,1054.0,572.0,276.0,1466.0
2017-18,Chicago Bulls,January,1378.43835890703,61.0,2963.0,6299.0,20.0,41.0,2370.0,5415.0,666.0,1866.0,893.0,1168.0,566.0,2172.0,2738.0,1433.0,842.0,429.0,234.0,1164.0
2017-18,Chicago Bulls,March,1296.1257703699478,82.0,3971.0,8440.0,27.0,55.0,3170.0,7285.0,906.0,2549.0,1194.0,1574.0,790.0,2872.0,3662.0,1923.0,1147.0,626.0,289.0,1571.0
2017-18,Chicago Bulls,November,1377.927699627109,36.0,1738.0,3618.0,13.0,23.0,1382.0,3170.0,377.0,1076.0,477.0,644.0,335.0,1277.0,1612.0,844.0,497.0,254.0,127.0,686.0
2018-19,Chicago Bulls,October,1228.5467068880566,23.0,1119.0,2376.0,5.0,18.0,885.0,2006.0,231.0,670.0,375.0,482.0,170.0,794.0,964.0,516.0,351.0,173.0,111.0,462.0
2018-19,Chicago Bulls,October,1262.688142313254,23.0,1119.0,2376.0,5.0,18.0,885.0,2006.0,231.0,670.0,375.0,482.0,170.0,794.0,964.0,516.0,351.0,173.0,111.0,462.0
2018-19,Chicago Bulls,April,1217.6828616455564,8.0,389.0,879.0,2.0,6.0,324.0,699.0,96.0,244.0,135.0,184.0,64.0,268.0,332.0,191.0,116.0,50.0,40.0,175.0
2018-19,Chicago Bulls,December,1211.6494335261145,52.0,2516.0,5275.0,12.0,40.0,1998.0,4491.0,484.0,1385.0,795.0,1015.0,417.0,1765.0,2182.0,1122.0,778.0,405.0,235.0,1079.0
2018-19,Chicago Bulls,February,1197.600746223963,77.0,3741.0,8094.0,21.0,56.0,3063.0,6754.0,712.0,2016.0,1256.0,1596.0,675.0,2622.0,3297.0,1697.0,1109.0,572.0,334.0,1569.0
2018-19,Chicago Bulls,January,1244.7984055048578,62.0,2996.0,6435.0,17.0,45.0,2429.0,5373.0,587.0,1653.0,990.0,1245.0,504.0,2110.0,2614.0,1371.0,896.0,466.0,276.0,1278.0
2018-19,Chicago Bulls,March,1235.3202499930155,82.0,3981.0,8605.0,22.0,60.0,3266.0,7205.0,745.0,2123.0,1328.0,1695.0,718.0,2799.0,3517.0,1796.0,1159.0,603.0,351.0,1663.0
2018-19,Chicago Bulls,November,1251.293565588338,37.0,1791.0,3715.0,10.0,27.0,1403.0,3167.0,343.0,1002.0,566.0,730.0,282.0,1264.0,1546.0,796.0,573.0,293.0,176.0,758.0
2019-20,Chicago Bulls,December,1248.9175084441788,51.0,2463.0,5405.0,19.0,32.0,1984.0,4501.0,615.0,1790.0,822.0,1069.0,512.0,1653.0,2165.0,1174.0,776.0,507.0,211.0,1090.0
2019-20,Chicago Bulls,February,1282.0452234778245,65.0,3135.0,6945.0,22.0,43.0,2573.0,5762.0,793.0,2282.0,1006.0,1332.0,680.0,2041.0,2721.0,1510.0,1005.0,652.0,265.0,1417.0
2019-20,Chicago Bulls,January,1220.219132838482,60.0,2895.0,6411.0,20.0,40.0,2363.0,5301.0,739.0,2110.0,946.0,1249.0,623.0,1894.0,2517.0,1389.0,936.0,601.0,240.0,1300.0
2019-20,Chicago Bulls,November,1226.2941521839462,34.0,1642.0,3601.0,13.0,21.0,1307.0,3036.0,427.0,1203.0,560.0,730.0,354.0,1139.0,1493.0,787.0,531.0,337.0,149.0,753.0
2020-21,Chicago Bulls,April,1269.5573780220031,72.0,3476.0,7969.0,31.0,41.0,3035.0,6380.0,904.0,2446.0,995.0,1258.0,693.0,2544.0,3237.0,1927.0,1089.0,482.0,304.0,1362.0
2020-21,Chicago Bulls,December,1330.0982636313333,18.0,869.0,2082.0,7.0,11.0,756.0,1588.0,256.0,658.0,314.0,393.0,161.0,638.0,799.0,466.0,322.0,139.0,71.0,382.0
2020-21,Chicago Bulls,February,1309.6960295322267,46.0,2228.0,5183.0,19.0,27.0,1958.0,4100.0,577.0,1559.0,690.0,857.0,443.0,1627.0,2070.0,1212.0,732.0,310.0,202.0,910.0
2020-21,Chicago Bulls,January,1351.9606027010582,32.0,1551.0,3670.0,15.0,17.0,1375.0,2828.0,419.0,1105.0,501.0,627.0,277.0,1138.0,1415.0,837.0,518.0,224.0,139.0,646.0
2020-21,Chicago Bulls,March,1335.9962236693143,5.0,240.0,586.0,2.0,3.0,202.0,443.0,70.0,187.0,112.0,141.0,42.0,171.0,213.0,130.0,92.0,37.0,20.0,109.0
2020-21,Chicago Bulls,March,1335.9962236693143,63.0,3044.0,6999.0,26.0,37.0,2664.0,5570.0,779.0,2126.0,892.0,1118.0,593.0,2221.0,2814.0,1695.0,973.0,415.0,266.0,1195.0
2021-22,Chicago Bulls,May,1351.4244474709699,6.0,288.0,640.0,5.0,1.0,233.0,515.0,60.0,157.0,114.0,133.0,42.0,205.0,247.0,139.0,73.0,55.0,36.0,103.0
2021-22,Chicago Bulls,December,1442.693081841671,49.0,2352.0,5439.0,31.0,18.0,2028.0,4258.0,557.0,1481.0,826.0,1019.0,433.0,1664.0,2097.0,1191.0,645.0,363.0,223.0,924.0
2021-22,Chicago Bulls,January,1472.216991211864,59.0,2837.0,6645.0,38.0,21.0,2482.0,5139.0,662.0,1760.0,1019.0,1248.0,526.0,2032.0,2558.0,1444.0,769.0,418.0,264.0,1098.0
2021-22,Chicago Bulls,November,1416.127675779269,33.0,1584.0,3653.0,23.0,10.0,1360.0,2870.0,374.0,980.0,559.0,686.0,293.0,1117.0,1410.0,787.0,433.0,257.0,157.0,614.0
2003-04,Cleveland Cavaliers,December,1381.9250973193973,46.0,2233.0,4210.0,17.0,29.0,1608.0,3772.0,145.0,486.0,849.0,1142.0,634.0,1521.0,2155.0,994.0,709.0,325.0,296.0,980.0
2003-04,Cleveland Cavaliers,February,1328.4562474806662,74.0,3587.0,6895.0,32.0,42.0,2635.0,6106.0,226.0,726.0,1399.0,1862.0,1022.0,2374.0,3396.0,1631.0,1103.0,520.0,483.0,1563.0
2003-04,Cleveland Cavaliers,January,1427.050337332806,59.0,2867.0,5446.0,24.0,35.0,2082.0,4871.0,188.0,600.0,1094.0,1466.0,804.0,1945.0,2749.0,1276.0,884.0,408.0,387.0,1258.0
2003-04,Cleveland Cavaliers,March,1358.6451006061905,82.0,3971.0,7619.0,35.0,47.0,2922.0,6753.0,247.0,786.0,1528.0,2030.0,1118.0,2619.0,3737.0,1808.0,1216.0,585.0,537.0,1743.0
2003-04,Cleveland Cavaliers,November,1414.5719955919944,32.0,1556.0,2912.0,10.0,22.0,1135.0,2587.0,100.0,319.0,542.0,749.0,420.0,1079.0,1499.0,728.0,528.0,218.0,219.0,681.0
2004-05,Cleveland Cavaliers,April,1424.9429540911049,14.0,687.0,1351.0,9.0,5.0,502.0,1103.0,47.0,137.0,300.0,388.0,160.0,438.0,598.0,315.0,209.0,112.0,82.0,332.0
2004-05,Cleveland Cavaliers,December,1417.7686611257695,43.0,2089.0,4202.0,26.0,17.0,1586.0,3485.0,152.0,457.0,878.0,1144.0,549.0,1270.0,1819.0,982.0,608.0,353.0,249.0,990.0
2004-05,Cleveland Cavaliers,February,1432.8964037644478,70.0,3395.0,6747.0,37.0,33.0,2547.0,5678.0,245.0,743.0,1408.0,1853.0,918.0,2030.0,2948.0,1579.0,978.0,560.0,409.0,1588.0
2004-05,Cleveland Cavaliers,January,1374.2776075812785,55.0,2665.0,5372.0,31.0,24.0,2035.0,4481.0,187.0,581.0,1115.0,1452.0,732.0,1604.0,2336.0,1257.0,779.0,444.0,320.0,1255.0
2004-05,Cleveland Cavaliers,March,1392.6391615914438,82.0,3971.0,7914.0,42.0,40.0,2990.0,6687.0,300.0,904.0,1634.0,2174.0,1117.0,2352.0,3469.0,1851.0,1141.0,654.0,461.0,1850.0
2004-05,Cleveland Cavaliers,November,1384.1725244357897,29.0,1412.0,2809.0,17.0,12.0,1047.0,2312.0,105.0,296.0,610.0,783.0,332.0,867.0,1199.0,662.0,408.0,238.0,158.0,676.0
2005-06,Cleveland Cavaliers,April,1447.8019805034749,14.0,682.0,1432.0,10.0,4.0,503.0,1128.0,89.0,251.0,337.0,415.0,197.0,431.0,628.0,255.0,204.0,113.0,76.0,295.0
2005-06,Cleveland Cavaliers,December,1450.7879035252029,43.0,2074.0,4273.0,26.0,17.0,1525.0,3358.0,281.0,825.0,942.0,1256.0,518.0,1308.0,1826.0,819.0,605.0,309.0,220.0,894.0
2005-06,Cleveland Cavaliers,February,1444.1342536498446,71.0,3438.0,6917.0,42.0,29.0,2513.0,5578.0,432.0,1287.0,1459.0,1987.0,828.0,2166.0,2994.0,1366.0,965.0,489.0,346.0,1492.0
2005-06,Cleveland Cavaliers,January,1435.10491317712,57.0,2756.0,5568.0,32.0,25.0,2010.0,4463.0,359.0,1079.0,1189.0,1620.0,673.0,1738.0,2411.0,1086.0,790.0,382.0,288.0,1200.0
2005-06,Cleveland Cavaliers,March,1515.310489457792,82.0,3966.0,8002.0,50.0,32.0,2908.0,6412.0,497.0,1465.0,1689.0,2318.0,959.0,2511.0,3470.0,1560.0,1137.0,567.0,392.0,1733.0
2005-06,Cleveland Cavaliers,November,1394.9687690907979,28.0,1354.0,2843.0,18.0,10.0,997.0,2180.0,185.0,522.0,664.0,853.0,337.0,837.0,1174.0,527.0,395.0,217.0,154.0,599.0
2006-07,Cleveland Cavaliers,April,1407.1826029365818,15.0,725.0,1445.0,9.0,6.0,530.0,1183.0,92.0,270.0,293.0,415.0,181.0,466.0,647.0,315.0,221.0,83.0,77.0,356.0
2006-07,Cleveland Cavaliers,December,1430.2021926517111,45.0,2180.0,4333.0,26.0,19.0,1604.0,3641.0,288.0,794.0,837.0,1218.0,596.0,1355.0,1951.0,907.0,665.0,312.0,198.0,971.0
2006-07,Cleveland Cavaliers,February,1440.259256830525,73.0,3539.0,7055.0,44.0,29.0,2641.0,5943.0,462.0,1293.0,1311.0,1900.0,930.0,2245.0,3175.0,1491.0,1047.0,538.0,324.0,1589.0
2006-07,Cleveland Cavaliers,January,1560.15230147521,57.0,2756.0,5451.0,33.0,24.0,2029.0,4618.0,357.0,1002.0,1036.0,1515.0,746.0,1726.0,2472.0,1127.0,820.0,406.0,247.0,1234.0
2006-07,Cleveland Cavaliers,March,1539.7679517618863,82.0,3976.0,7934.0,50.0,32.0,2978.0,6658.0,494.0,1404.0,1484.0,2133.0,1039.0,2529.0,3568.0,1708.0,1177.0,625.0,353.0,1781.0
2006-07,Cleveland Cavaliers,November,1450.4771681014179,29.0,1397.0,2751.0,17.0,12.0,1025.0,2308.0,178.0,492.0,523.0,753.0,374.0,894.0,1268.0,585.0,437.0,177.0,143.0,639.0
2007-08,Cleveland Cavaliers,October,1430.0882361615477,17.0,826.0,1687.0,9.0,8.0,628.0,1413.0,123.0,332.0,308.0,437.0,212.0,539.0,751.0,331.0,258.0,126.0,85.0,376.0
2007-08,Cleveland Cavaliers,April,1378.279139849399,1.0,48.0,74.0,0.0,1.0,28.0,77.0,3.0,12.0,15.0,25.0,16.0,31.0,47.0,13.0,17.0,11.0,2.0,21.0
2007-08,Cleveland Cavaliers,December,1476.7113683689174,45.0,2195.0,4362.0,25.0,20.0,1621.0,3718.0,295.0,831.0,825.0,1140.0,594.0,1405.0,1999.0,870.0,654.0,351.0,204.0,992.0
2007-08,Cleveland Cavaliers,February,1448.1273879616197,74.0,3587.0,7153.0,41.0,33.0,2657.0,6048.0,519.0,1433.0,1320.0,1830.0,973.0,2313.0,3286.0,1478.0,1040.0,522.0,374.0,1555.0
2007-08,Cleveland Cavaliers,January,1550.1900939505458,59.0,2867.0,5728.0,33.0,26.0,2133.0,4837.0,406.0,1124.0,1056.0,1464.0,759.0,1843.0,2602.0,1162.0,846.0,440.0,287.0,1280.0
2007-08,Cleveland Cavaliers,March,1456.1812912556563,82.0,3971.0,7903.0,45.0,37.0,2937.0,6697.0,552.0,1544.0,1477.0,2061.0,1092.0,2563.0,3655.0,1640.0,1145.0,579.0,427.0,1712.0
2007-08,Cleveland Cavaliers,November,1465.8571072134857,31.0,1508.0,2960.0,14.0,17.0,1098.0,2539.0,200.0,576.0,564.0,787.0,390.0,960.0,1350.0,587.0,469.0,229.0,138.0,698.0
2008-09,Cleveland Cavaliers,October,1646.4911506357873,17.0,816.0,1761.0,14.0,3.0,648.0,1348.0,116.0,342.0,349.0,454.0,194.0,531.0,725.0,353.0,221.0,126.0,101.0,356.0
2008-09,Cleveland Cavaliers,April,1565.9196305845,2.0,96.0,181.0,1.0,1.0,64.0,140.0,10.0,37.0,43.0,62.0,21.0,66.0,87.0,39.0,37.0,15.0,13.0,49.0
2008-09,Cleveland Cavaliers,December,1579.732708942194,45.0,2165.0,4552.0,36.0,9.0,1676.0,3523.0,351.0,933.0,849.0,1127.0,479.0,1402.0,1881.0,921.0,587.0,351.0,255.0,925.0
2008-09,Cleveland Cavaliers,February,1568.8917532455464,74.0,3567.0,7400.0,61.0,13.0,2714.0,5805.0,583.0,1505.0,1389.0,1839.0,790.0,2322.0,3112.0,1497.0,946.0,553.0,398.0,1484.0
2008-09,Cleveland Cavaliers,January,1414.2273443668832,57.0,2741.0,5713.0,45.0,12.0,2099.0,4463.0,453.0,1177.0,1062.0,1406.0,616.0,1768.0,2384.0,1136.0,745.0,431.0,321.0,1153.0
2008-09,Cleveland Cavaliers,March,1660.590695834308,82.0,3956.0,8223.0,66.0,16.0,3022.0,6454.0,656.0,1670.0,1523.0,2012.0,886.0,2574.0,3460.0,1663.0,1045.0,593.0,435.0,1663.0
2008-09,Cleveland Cavaliers,November,1369.8307834374307,31.0,1488.0,3145.0,26.0,5.0,1165.0,2444.0,219.0,638.0,596.0,774.0,342.0,957.0,1299.0,639.0,405.0,246.0,183.0,634.0
2009-010,Cleveland Cavaliers,October,1560.2472093289202,21.0,1008.0,2175.0,11.0,10.0,807.0,1795.0,241.0,717.0,320.0,416.0,218.0,725.0,943.0,505.0,334.0,153.0,79.0,346.0
2009-010,Cleveland Cavaliers,April,1551.4899407037847,7.0,336.0,718.0,3.0,4.0,271.0,607.0,66.0,220.0,110.0,141.0,77.0,238.0,315.0,174.0,111.0,56.0,26.0,114.0
2009-10,Cleveland Cavaliers,October,1603.5831073928525,17.0,816.0,1684.0,12.0,5.0,621.0,1300.0,141.0,322.0,301.0,415.0,145.0,535.0,680.0,353.0,243.0,117.0,92.0,368.0
2009-10,Cleveland Cavaliers,April,1558.3187748878984,4.0,192.0,374.0,2.0,2.0,134.0,299.0,34.0,73.0,72.0,103.0,34.0,122.0,156.0,82.0,60.0,31.0,25.0,90.0
2009-10,Cleveland Cavaliers,December,1632.573028292643,49.0,2362.0,4948.0,38.0,11.0,1818.0,3753.0,372.0,913.0,940.0,1290.0,467.0,1620.0,2087.0,1053.0,724.0,324.0,280.0,1003.0
2009-10,Cleveland Cavaliers,February,1601.946049861148,75.0,3620.0,7658.0,59.0,16.0,2834.0,5818.0,558.0,1451.0,1432.0,1987.0,722.0,2464.0,3186.0,1676.0,1049.0,519.0,398.0,1455.0
2009-10,Cleveland Cavaliers,January,1578.1095934666412,60.0,2900.0,6130.0,46.0,14.0,2255.0,4634.0,460.0,1154.0,1160.0,1592.0,571.0,1955.0,2526.0,1311.0,855.0,405.0,336.0,1202.0
2009-10,Cleveland Cavaliers,March,1512.4305993230953,82.0,3956.0,8373.0,61.0,21.0,3101.0,6391.0,602.0,1582.0,1569.0,2180.0,791.0,2692.0,3483.0,1835.0,1137.0,564.0,425.0,1591.0
2009-10,Cleveland Cavaliers,November,1474.8792865040818,34.0,1642.0,3417.0,26.0,8.0,1273.0,2641.0,249.0,599.0,622.0,845.0,324.0,1106.0,1430.0,726.0,489.0,240.0,194.0,701.0
2010-11,Cleveland Cavaliers,October,1197.5524698386218,17.0,816.0,1608.0,7.0,10.0,600.0,1373.0,103.0,292.0,305.0,411.0,157.0,541.0,698.0,345.0,228.0,97.0,62.0,330.0
2010-11,Cleveland Cavaliers,December,1146.2495413429313,48.0,2309.0,4483.0,8.0,40.0,1653.0,3902.0,300.0,890.0,877.0,1183.0,483.0,1443.0,1926.0,1000.0,680.0,318.0,185.0,947.0
2010-11,Cleveland Cavaliers,February,1194.2498502148628,3.0,144.0,280.0,1.0,2.0,107.0,245.0,21.0,58.0,45.0,60.0,27.0,78.0,105.0,61.0,47.0,22.0,8.0,58.0
2010-11,Cleveland Cavaliers,February,1194.2498502148628,74.0,3567.0,7017.0,15.0,59.0,2586.0,5999.0,462.0,1334.0,1383.0,1862.0,776.0,2220.0,2996.0,1547.0,1062.0,493.0,307.0,1479.0
2010-11,Cleveland Cavaliers,January,1526.1258307715575,59.0,2842.0,5650.0,11.0,48.0,2083.0,4822.0,382.0,1098.0,1102.0,1482.0,601.0,1766.0,2367.0,1268.0,833.0,399.0,247.0,1174.0
2010-11,Cleveland Cavaliers,March,1467.3438494610398,82.0,3951.0,7827.0,19.0,63.0,2886.0,6647.0,509.0,1489.0,1546.0,2075.0,856.0,2449.0,3305.0,1720.0,1166.0,544.0,341.0,1648.0
2010-11,Cleveland Cavaliers,November,1529.6877417793316,32.0,1541.0,2998.0,8.0,24.0,1107.0,2601.0,211.0,621.0,573.0,771.0,296.0,973.0,1269.0,665.0,427.0,201.0,108.0,611.0
2011-12,Cleveland Cavaliers,April,1233.2416110882664,3.0,149.0,292.0,1.0,2.0,109.0,243.0,18.0,57.0,56.0,81.0,36.0,90.0,126.0,62.0,47.0,23.0,13.0,59.0
2011-12,Cleveland Cavaliers,December,1294.3709066495665,20.0,965.0,1872.0,8.0,12.0,697.0,1605.0,138.0,380.0,340.0,490.0,246.0,592.0,838.0,397.0,340.0,161.0,92.0,414.0
2011-12,Cleveland Cavaliers,February,1255.0793578034486,50.0,2415.0,4664.0,17.0,33.0,1715.0,4055.0,336.0,964.0,898.0,1277.0,644.0,1501.0,2145.0,1000.0,772.0,371.0,208.0,1030.0
2011-12,Cleveland Cavaliers,January,1273.772152914041,33.0,1594.0,3092.0,13.0,20.0,1137.0,2678.0,227.0,636.0,591.0,850.0,436.0,1002.0,1438.0,671.0,522.0,248.0,154.0,703.0
2012-13,Cleveland Cavaliers,March,1241.7566799347783,82.0,3946.0,7913.0,24.0,58.0,2993.0,6901.0,547.0,1581.0,1380.0,1826.0,1004.0,2359.0,3363.0,1694.0,1149.0,647.0,334.0,1737.0
2012-13,Cleveland Cavaliers,March,1225.8435790842204,82.0,3946.0,7913.0,24.0,58.0,2993.0,6901.0,547.0,1581.0,1380.0,1826.0,1004.0,2359.0,3363.0,1694.0,1149.0,647.0,334.0,1737.0
2012-13,Cleveland Cavaliers,April,1189.006977142875,1.0,48.0,94.0,1.0,0.0,36.0,79.0,7.0,20.0,15.0,22.0,18.0,36.0,54.0,22.0,21.0,7.0,5.0,21.0
2012-13,Cleveland Cavaliers,December,1291.9703460374328,46.0,2218.0,4394.0,13.0,33.0,1645.0,3887.0,333.0,954.0,771.0,1024.0,589.0,1311.0,1900.0,907.0,675.0,377.0,168.0,996.0
2012-13,Cleveland Cavaliers,February,1210.1718302786646,72.0,3466.0,6977.0,22.0,50.0,2628.0,6056.0,500.0,1426.0,1221.0,1618.0,878.0,2039.0,2917.0,1485.0,1013.0,581.0,283.0,1527.0
2012-13,Cleveland Cavaliers,January,1197.3042899832637,58.0,2794.0,5671.0,20.0,38.0,2125.0,4902.0,412.0,1164.0,1009.0,1316.0,734.0,1641.0,2375.0,1191.0,815.0,473.0,221.0,1228.0
2012-13,Cleveland Cavaliers,November,1229.2302319121773,32.0,1546.0,3004.0,7.0,25.0,1125.0,2704.0,250.0,702.0,504.0,689.0,422.0,918.0,1340.0,617.0,493.0,260.0,102.0,709.0
2013-14,Cleveland Cavaliers,October,1358.0945250007119,17.0,831.0,1572.0,5.0,12.0,594.0,1419.0,117.0,335.0,267.0,354.0,190.0,525.0,715.0,311.0,282.0,142.0,75.0,352.0
2013-14,Cleveland Cavaliers,April,1289.5317099461354,1.0,48.0,98.0,1.0,0.0,35.0,84.0,5.0,15.0,23.0,34.0,16.0,32.0,48.0,21.0,14.0,7.0,3.0,20.0
2013-14,Cleveland Cavaliers,December,1298.2589822766183,46.0,2248.0,4409.0,16.0,30.0,1665.0,3938.0,325.0,900.0,754.0,1019.0,573.0,1460.0,2033.0,906.0,674.0,334.0,189.0,922.0
2013-14,Cleveland Cavaliers,February,1279.6508839277471,75.0,3645.0,7292.0,30.0,45.0,2742.0,6335.0,535.0,1495.0,1273.0,1700.0,911.0,2398.0,3309.0,1559.0,1083.0,523.0,275.0,1500.0
2013-14,Cleveland Cavaliers,January,1258.2280927352788,60.0,2925.0,5819.0,24.0,36.0,2180.0,5126.0,418.0,1192.0,1041.0,1388.0,770.0,1916.0,2686.0,1227.0,866.0,431.0,231.0,1201.0
2013-14,Cleveland Cavaliers,March,1265.0737253551808,82.0,3986.0,8054.0,33.0,49.0,3036.0,6955.0,584.0,1640.0,1398.0,1861.0,989.0,2629.0,3618.0,1738.0,1163.0,579.0,304.0,1640.0
2013-14,Cleveland Cavaliers,November,1292.7902795756518,31.0,1523.0,2983.0,10.0,21.0,1133.0,2657.0,218.0,610.0,499.0,662.0,365.0,988.0,1353.0,589.0,480.0,225.0,141.0,598.0
2014-15,Cleveland Cavaliers,October,1563.1504183115076,15.0,725.0,1549.0,8.0,7.0,560.0,1222.0,118.0,322.0,311.0,400.0,156.0,461.0,617.0,327.0,206.0,112.0,68.0,282.0
2014-15,Cleveland Cavaliers,April,1469.8541816891554,2.0,101.0,204.0,1.0,1.0,73.0,174.0,12.0,39.0,46.0,53.0,31.0,54.0,85.0,40.0,31.0,13.0,6.0,33.0
2014-15,Cleveland Cavaliers,December,1502.5155647841932,49.0,2357.0,4987.0,29.0,20.0,1827.0,4031.0,430.0,1227.0,903.0,1195.0,560.0,1520.0,2080.0,1052.0,668.0,355.0,200.0,890.0
2014-15,Cleveland Cavaliers,February,1415.8607818872974,75.0,3615.0,7750.0,48.0,27.0,2829.0,6170.0,739.0,2029.0,1353.0,1788.0,833.0,2388.0,3221.0,1642.0,1052.0,557.0,306.0,1380.0
2014-15,Cleveland Cavaliers,January,1378.0300951747652,60.0,2885.0,6145.0,37.0,23.0,2248.0,4930.0,555.0,1568.0,1094.0,1450.0,669.0,1910.0,2579.0,1305.0,839.0,438.0,247.0,1103.0
2014-15,Cleveland Cavaliers,March,1602.1538854748346,82.0,3956.0,8457.0,53.0,29.0,3089.0,6739.0,826.0,2253.0,1453.0,1934.0,911.0,2612.0,3523.0,1814.0,1171.0,603.0,340.0,1510.0
2014-15,Cleveland Cavaliers,November,1422.282195965007,32.0,1541.0,3248.0,18.0,14.0,1187.0,2597.0,258.0,745.0,616.0,802.0,340.0,974.0,1314.0,724.0,444.0,227.0,136.0,582.0
2015-16,Cleveland Cavaliers,October,1534.0492208705148,17.0,826.0,1752.0,13.0,4.0,650.0,1409.0,174.0,474.0,278.0,394.0,180.0,611.0,791.0,410.0,248.0,97.0,73.0,347.0
2015-16,Cleveland Cavaliers,April,1493.508577604628,3.0,144.0,303.0,2.0,1.0,118.0,264.0,28.0,83.0,39.0,55.0,37.0,116.0,153.0,80.0,41.0,16.0,13.0,65.0
2015-16,Cleveland Cavaliers,December,1563.0197505308872,46.0,2228.0,4700.0,34.0,12.0,1744.0,3828.0,459.0,1286.0,753.0,1031.0,503.0,1558.0,2061.0,1029.0,630.0,311.0,169.0,933.0
